"ensembl_gene_id","entrezgene_id","hgnc_symbol"
"ENSG00000166477",123169,"LEO1"
"ENSG00000166478",7702,"ZNF143"
"ENSG00000166484",5598,"MAPK7"
"ENSG00000166508",4176,"MCM7"
"ENSG00000166526",7551,"ZNF3"
"ENSG00000166529",7589,"ZSCAN21"
"ENSG00000166669",80063,"ATF7IP2"
"ENSG00000166704",80095,"ZNF606"
"ENSG00000166716",9640,"ZNF592"
"ENSG00000166823",55897,"MESP1"
"ENSG00000166848",54386,"TERF2IP"
"ENSG00000166860",9880,"ZBTB39"
"ENSG00000166886",4665,"NAB2"
"ENSG00000166888",6778,"STAT6"
"ENSG00000166913",7529,"YWHAB"
"ENSG00000166925",81628,"TSC22D4"
"ENSG00000166949",4088,"SMAD3"
"ENSG00000166987",114785,"MBD6"
"ENSG00000167034",4824,"NKX3-1"
"ENSG00000167074",7008,"TEF"
"ENSG00000167081",5090,"PBX3"
"ENSG00000167085",5245,"PHB1"
"ENSG00000167088",6632,"SNRPD1"
"ENSG00000167157",51450,"PRRX2"
"ENSG00000167182",6668,"SP2"
"ENSG00000167193",1398,"CRK"
"ENSG00000167202",23102,"TBC1D2B"
"ENSG00000167333",55128,"TRIM68"
"ENSG00000167377",7571,"ZNF23"
"ENSG00000167380",7769,"ZNF226"
"ENSG00000167384",7733,"ZNF180"
"ENSG00000167393",28227,"PPP2R3B"
"ENSG00000167394",79759,"ZNF668"
"ENSG00000167395",9726,"ZNF646"
"ENSG00000167461",4218,"RAB8A"
"ENSG00000167487",55295,"KLHL26"
"ENSG00000167491",54815,"GATAD2A"
"ENSG00000167528",121274,"ZNF641"
"ENSG00000167548",8085,"KMT2D"
"ENSG00000167554",162963,"ZNF610"
"ENSG00000167555",84436,"ZNF528"
"ENSG00000167562",55762,"ZNF701"
"ENSG00000167565",29946,"SERTAD3"
"ENSG00000167612",341405,"ANKRD33"
"ENSG00000167625",116115,"ZNF526"
"ENSG00000167635",7705,"ZNF146"
"ENSG00000167637",284349,"ZNF283"
"ENSG00000167670",10036,"CHAF1A"
"ENSG00000167685",55311,"ZNF444"
"ENSG00000167766",55769,"ZNF83"
"ENSG00000167771",283248,"RCOR2"
"ENSG00000167785",148156,"ZNF558"
"ENSG00000167800",347853,"TBX10"
"ENSG00000167840",7775,"ZNF232"
"ENSG00000167962",90850,"ZNF598"
"ENSG00000167967",1877,"E4F1"
"ENSG00000167981",146434,"ZNF597"
"ENSG00000167986",1642,"DDB1"
"ENSG00000168002",5436,"POLR2G"
"ENSG00000168036",1499,"CTNNB1"
"ENSG00000168062",116071,"BATF2"
"ENSG00000168066",7536,"SF1"
"ENSG00000168071",283234,"CCDC88B"
"ENSG00000168096",124401,"ANKS3"
"ENSG00000168152",79725,"THAP9"
"ENSG00000168214",3516,"RBPJ"
"ENSG00000168228",29063,"ZCCHC4"
"ENSG00000168267",256297,"PTF1A"
"ENSG00000168269",2299,"FOXI1"
"ENSG00000168283",648,"BMI1"
"ENSG00000168286",57215,"THAP11"
"ENSG00000168298",3008,"H1-4"
"ENSG00000168310",3660,"IRF2"
"ENSG00000168348",84684,"INSM2"
"ENSG00000168395",84289,"ING5"
"ENSG00000168397",23192,"ATG4B"
"ENSG00000168421",399,"RHOH"
"ENSG00000168453",55806,"HR"
"ENSG00000168477",7148,"TNXB"
"ENSG00000168495",661,"POLR3D"
"ENSG00000168505",2637,"GBX2"
"ENSG00000168517",124790,"HEXIM2"
"ENSG00000168556",3622,"ING2"
"ENSG00000168610",6774,"STAT3"
"ENSG00000168661",90075,"ZNF30"
"ENSG00000168724",134218,"DNAJC21"
"ENSG00000168779",6474,"SHOX2"
"ENSG00000168795",9925,"ZBTB5"
"ENSG00000168813",22847,"ZNF507"
"ENSG00000168826",166793,"ZBTB49"
"ENSG00000168874",84913,"ATOH8"
"ENSG00000168875",8403,"SOX14"
"ENSG00000168876",54851,"ANKRD49"
"ENSG00000168883",10713,"USP39"
"ENSG00000168916",57507,"ZNF608"
"ENSG00000168930",57093,"TRIM49"
"ENSG00000169016",1876,"E2F6"
"ENSG00000169057",4204,"MECP2"
"ENSG00000169083",367,"AR"
"ENSG00000169129",84632,"AFAP1L2"
"ENSG00000169131",6940,"ZNF354A"
"ENSG00000169136",22809,"ATF5"
"ENSG00000169155",23099,"ZBTB43"
"ENSG00000169220",10636,"RGS14"
"ENSG00000169221",26000,"TBC1D10B"
"ENSG00000169249",8233,"ZRSR2"
"ENSG00000169252",154,"ADRB2"
"ENSG00000169297",190,"NR0B1"
"ENSG00000169375",25942,"SIN3A"
"ENSG00000169385",6036,"RNASE2"
"ENSG00000169548",129025,"ZNF280A"
"ENSG00000169554",9839,"ZEB2"
"ENSG00000169564",5093,"PCBP1"
"ENSG00000169594",646,"BNC1"
"ENSG00000169635",23119,"HIC2"
"ENSG00000169714",7555,"CNBP"
"ENSG00000169740",7580,"ZNF32"
"ENSG00000169744",9079,"LDB2"
"ENSG00000169840",219409,"GSX1"
"ENSG00000169856",3175,"ONECUT1"
"ENSG00000169862",1501,"CTNND2"
"ENSG00000169871",81844,"TRIM56"
"ENSG00000169925",8019,"BRD3"
"ENSG00000169926",51621,"KLF13"
"ENSG00000169946",23414,"ZFPM2"
"ENSG00000169951",92595,"ZNF764"
"ENSG00000169953",159119,"HSFY2"
"ENSG00000169957",79724,"ZNF768"
"ENSG00000169981",7584,"ZNF35"
"ENSG00000169989",201798,"TIGD4"
"ENSG00000170004",1107,"CHD3"
"ENSG00000170100",197320,"ZNF778"
"ENSG00000170144",220988,"HNRNPA3"
"ENSG00000170162",245806,"VGLL2"
"ENSG00000170166",3233,"HOXD4"
"ENSG00000170178",3238,"HOXD12"
"ENSG00000170260",7988,"ZNF212"
"ENSG00000170265",8427,"ZNF282"
"ENSG00000170291",23587,"ELP5"
"ENSG00000170322",4798,"NFRKB"
"ENSG00000170323",2167,"FABP4"
"ENSG00000170325",56980,"PRDM10"
"ENSG00000170345",2353,"FOS"
"ENSG00000170365",4086,"SMAD1"
"ENSG00000170370",2018,"EMX2"
"ENSG00000170374",121340,"SP7"
"ENSG00000170396",91752,"ZNF804A"
"ENSG00000170430",4255,"MGMT"
"ENSG00000170448",152518,"NFXL1"
"ENSG00000170468",79697,"RIOX1"
"ENSG00000170485",4862,"NPAS2"
"ENSG00000170515",5036,"PA2G4"
"ENSG00000170549",79192,"IRX1"
"ENSG00000170561",153572,"IRX2"
"ENSG00000170577",10736,"SIX2"
"ENSG00000170581",6773,"STAT2"
"ENSG00000170604",26145,"IRF2BP1"
"ENSG00000170608",3171,"FOXA3"
"ENSG00000170631",7564,"ZNF16"
"ENSG00000170653",11016,"ATF7"
"ENSG00000170684",162979,"ZNF296"
"ENSG00000170689",3219,"HOXB9"
"ENSG00000170802",3344,"FOXN2"
"ENSG00000170927",5314,"PKHD1"
"ENSG00000170948",85509,"MBD3L1"
"ENSG00000170949",90338,"ZNF160"
"ENSG00000170954",55786,"ZNF415"
"ENSG00000170989",1901,"S1PR1"
"ENSG00000171016",26108,"PYGO1"
"ENSG00000171056",83595,"SOX7"
"ENSG00000171105",3643,"INSR"
"ENSG00000171116",100506164,"HSFX1"
"ENSG00000171148",10474,"TADA3"
"ENSG00000171161",79894,"ZNF672"
"ENSG00000171163",55657,"ZNF692"
"ENSG00000171206",81603,"TRIM8"
"ENSG00000171222",51282,"SCAND1"
"ENSG00000171223",3726,"JUNB"
"ENSG00000171291",90594,"ZNF439"
"ENSG00000171295",126070,"ZNF440"
"ENSG00000171307",84287,"ZDHHC16"
"ENSG00000171316",55636,"CHD7"
"ENSG00000171425",51545,"ZNF581"
"ENSG00000171443",147807,"ZNF524"
"ENSG00000171448",57684,"ZBTB26"
"ENSG00000171453",9533,"POLR1C"
"ENSG00000171456",171023,"ASXL1"
"ENSG00000171466",54811,"ZNF562"
"ENSG00000171467",24149,"ZNF318"
"ENSG00000171469",93134,"ZNF561"
"ENSG00000171476",84525,"HOPX"
"ENSG00000171532",4761,"NEUROD2"
"ENSG00000171540",23440,"OTP"
"ENSG00000171566",5356,"PLRG1"
"ENSG00000171574",201514,"ZNF584"
"ENSG00000171606",10782,"ZNF274"
"ENSG00000171617",8507,"ENC1"
"ENSG00000171634",2186,"BPTF"
"ENSG00000171649",284307,"ZIK1"
"ENSG00000171681",55729,"ATF7IP"
"ENSG00000171703",6919,"TCEA2"
"ENSG00000171720",8841,"HDAC3"
"ENSG00000171735",23261,"CAMTA1"
"ENSG00000171786",4807,"NHLH1"
"ENSG00000171791",596,"BCL2"
"ENSG00000171794",8433,"UTF1"
"ENSG00000171817",163255,"ZNF540"
"ENSG00000171827",148268,"ZNF570"
"ENSG00000171843",4300,"MLLT3"
"ENSG00000171862",5728,"PTEN"
"ENSG00000171872",128209,"KLF17"
"ENSG00000171940",7764,"ZNF217"
"ENSG00000171956",27023,"FOXB1"
"ENSG00000171970",126295,"ZNF57"
"ENSG00000171988",221037,"JMJD1C"
"ENSG00000172000",80032,"ZNF556"
"ENSG00000172006",115196,"ZNF554"
"ENSG00000172059",8462,"KLF11"
"ENSG00000172201",3400,"ID4"
"ENSG00000172216",1051,"CEBPB"
"ENSG00000172238",474,"ATOH1"
"ENSG00000172262",7690,"ZNF131"
"ENSG00000172273",25988,"HINFP"
"ENSG00000172292",253782,"CERS6"
"ENSG00000172346",27254,"CSDC2"
"ENSG00000172349",3603,"IL16"
"ENSG00000172379",9915,"ARNT2"
"ENSG00000172465",9338,"TCEAL1"
"ENSG00000172466",7572,"ZNF24"
"ENSG00000172468",86614,"HSFY1"
"ENSG00000172493",4299,"AFF1"
"ENSG00000172530",54971,"BANP"
"ENSG00000172534",3054,"HCFC1"
"ENSG00000172578",89857,"KLHL6"
"ENSG00000172667",64393,"ZMAT3"
"ENSG00000172687",148203,"ZNF738"
"ENSG00000172748",169270,"ZNF596"
"ENSG00000172766",79612,"NAA16"
"ENSG00000172789",3222,"HOXC5"
"ENSG00000172794",326624,"RAB37"
"ENSG00000172818",5017,"OVOL1"
"ENSG00000172819",5916,"RARG"
"ENSG00000172830",54961,"SSH3"
"ENSG00000172845",6670,"SP3"
"ENSG00000172888",285268,"ZNF621"
"ENSG00000172936",4615,"MYD88"
"ENSG00000172943",23133,"PHF8"
"ENSG00000172977",10524,"KAT5"
"ENSG00000173011",93624,"TADA2B"
"ENSG00000173039",5970,"RELA"
"ENSG00000173041",340252,"ZNF680"
"ENSG00000173068",54796,"BNC2"
"ENSG00000173120",22992,"KDM2A"
"ENSG00000173145",64318,"NOC3L"
"ENSG00000173153",2101,"ESRRA"
"ENSG00000173193",54625,"PARP14"
"ENSG00000173200",165631,"PARP15"
"ENSG00000173253",10655,"DMRT2"
"ENSG00000173258",158399,"ZNF483"
"ENSG00000173275",203523,"ZNF449"
"ENSG00000173276",49854,"ZBTB21"
"ENSG00000173404",3642,"INSM1"
"ENSG00000173451",83591,"THAP2"
"ENSG00000173473",6599,"SMARCC1"
"ENSG00000173480",147687,"ZNF417"
"ENSG00000173545",90441,"ZNF622"
"ENSG00000173575",1106,"CHD2"
"ENSG00000173673",390992,"HES3"
"ENSG00000173757",6777,"STAT5B"
"ENSG00000173801",3728,"JUP"
"ENSG00000173821",57674,"RNF213"
"ENSG00000173825",220359,"TIGD3"
"ENSG00000173826",81033,"KCNH6"
"ENSG00000173875",163049,"ZNF791"
"ENSG00000173894",84733,"CBX2"
"ENSG00000173917",3212,"HOXB2"
"ENSG00000173976",84839,"RAX2"
"ENSG00000174136",285704,"RGMB"
"ENSG00000174197",23269,"MGA"
"ENSG00000174255",7634,"ZNF80"
"ENSG00000174279",344191,"EVX2"
"ENSG00000174282",57659,"ZBTB4"
"ENSG00000174306",23051,"ZHX3"
"ENSG00000174332",148979,"GLIS1"
"ENSG00000174428",389524,"GTF2IRD2B"
"ENSG00000174429",137735,"ABRA"
"ENSG00000174446",10302,"SNAPC5"
"ENSG00000174485",10260,"DENND4A"
"ENSG00000174576",266743,"NPAS4"
"ENSG00000174586",162968,"ZNF497"
"ENSG00000174652",10781,"ZNF266"
"ENSG00000174720",51574,"LARP7"
"ENSG00000174738",9975,"NR1D2"
"ENSG00000174796",152815,"THAP6"
"ENSG00000174963",84107,"ZIC4"
"ENSG00000175029",1488,"CTBP2"
"ENSG00000175104",7189,"TRAF6"
"ENSG00000175105",55279,"ZNF654"
"ENSG00000175183",1466,"CSRP2"
"ENSG00000175197",1649,"DDIT3"
"ENSG00000175213",79797,"ZNF408"
"ENSG00000175221",10025,"MED16"
"ENSG00000175322",162655,"ZNF519"
"ENSG00000175325",5626,"PROP1"
"ENSG00000175329",91464,"ISX"
"ENSG00000175387",4087,"SMAD2"
"ENSG00000175395",219749,"ZNF25"
"ENSG00000175550",10589,"DRAP1"
"ENSG00000175592",8061,"FOSL1"
"ENSG00000175602",11007,"CCDC85B"
"ENSG00000175691",58492,"ZNF77"
"ENSG00000175727",22877,"MLXIP"
"ENSG00000175745",7025,"NR2F1"
"ENSG00000175787",169841,"ZNF169"
"ENSG00000175792",8607,"RUVBL1"
"ENSG00000175809",158506,"CBLL2"
"ENSG00000175832",2118,"ETV4"
"ENSG00000175879",3234,"HOXD8"
"ENSG00000175893",340481,"ZDHHC21"
"ENSG00000176009",56676,"ASCL3"
"ENSG00000176024",79898,"ZNF613"
"ENSG00000176046",26471,"NUPR1"
"ENSG00000176083",257101,"ZNF683"
"ENSG00000176160",124535,"HSF5"
"ENSG00000176165",2290,"FOXG1"
"ENSG00000176182",339344,"MYPOP"
"ENSG00000176222",342908,"ZNF404"
"ENSG00000176248",29882,"ANAPC2"
"ENSG00000176256",127540,"HMGB4"
"ENSG00000176293",7694,"ZNF135"
"ENSG00000176302",283150,"FOXR1"
"ENSG00000176371",54993,"ZSCAN2"
"ENSG00000176396",163126,"EID2"
"ENSG00000176399",63951,"DMRTA1"
"ENSG00000176401",126272,"EID2B"
"ENSG00000176407",56888,"KCMF1"
"ENSG00000176472",284346,"ZNF575"
"ENSG00000176476",112869,"SGF29"
"ENSG00000176542",205717,"USF3"
"ENSG00000176678",2300,"FOXL1"
"ENSG00000176679",90655,"TGIF2LY"
"ENSG00000176692",2303,"FOXC2"
"ENSG00000176723",283933,"ZNF843"
"ENSG00000176842",10265,"IRX5"
"ENSG00000176887",6664,"SOX11"
"ENSG00000176896",170082,"TCEANC"
"ENSG00000176909",284358,"MAMSTR"
"ENSG00000176946",51078,"THAP4"
"ENSG00000176953",84901,"NFATC2IP"
"ENSG00000177030",10522,"DEAF1"
"ENSG00000177045",147912,"SIX5"
"ENSG00000177054",54503,"ZDHHC13"
"ENSG00000177125",403341,"ZBTB34"
"ENSG00000177200",80205,"CHD9"
"ENSG00000177311",253461,"ZBTB38"
"ENSG00000177352",64925,"CCDC71"
"ENSG00000177374",3090,"HIC1"
"ENSG00000177425",5074,"PAWR"
"ENSG00000177426",7050,"TGIF1"
"ENSG00000177463",7182,"NR2C2"
"ENSG00000177468",167826,"OLIG3"
"ENSG00000177469",284119,"CAVIN1"
"ENSG00000177479",10425,"ARIH2"
"ENSG00000177485",10009,"ZBTB33"
"ENSG00000177494",79413,"ZBED2"
"ENSG00000177508",79191,"IRX3"
"ENSG00000177551",4808,"NHLH2"
"ENSG00000177565",79718,"TBL1XR1"
"ENSG00000177599",126069,"ZNF491"
"ENSG00000177606",3725,"JUN"
"ENSG00000177683",168451,"THAP5"
"ENSG00000177700",5441,"POLR2L"
"ENSG00000177731",2314,"FLII"
"ENSG00000177732",6666,"SOX12"
"ENSG00000177842",253639,"ZNF620"
"ENSG00000177853",9849,"ZNF518A"
"ENSG00000177873",285267,"ZNF619"
"ENSG00000177888",360023,"ZBTB41"
"ENSG00000177889",7334,"UBE2N"
"ENSG00000177932",30832,"ZNF354C"
"ENSG00000177981",140461,"ASB8"
"ENSG00000178028",55929,"DMAP1"
"ENSG00000178096",51027,"BOLA1"
"ENSG00000178150",163071,"ZNF114"
"ENSG00000178163",85460,"ZNF518B"
"ENSG00000178175",167465,"ZNF366"
"ENSG00000178177",254251,"LCORL"
"ENSG00000178187",285676,"ZNF454"
"ENSG00000178229",125919,"ZNF543"
"ENSG00000178338",117608,"ZNF354B"
"ENSG00000178386",7766,"ZNF223"
"ENSG00000178403",63973,"NEUROG2"
"ENSG00000178568",2066,"ERBB4"
"ENSG00000178573",4094,"MAF"
"ENSG00000178585",56998,"CTNNBIP1"
"ENSG00000178607",2081,"ERN1"
"ENSG00000178662",80034,"CSRNP3"
"ENSG00000178665",349075,"ZNF713"
"ENSG00000178691",23512,"SUZ12"
"ENSG00000178764",22882,"ZHX2"
"ENSG00000178804",132243,"H1-8"
"ENSG00000178860",9242,"MSC"
"ENSG00000178882",144347,"RFLNA"
"ENSG00000178913",6879,"TAF7"
"ENSG00000178917",285346,"ZNF852"
"ENSG00000178919",2304,"FOXE1"
"ENSG00000178928",284355,"TPRX1"
"ENSG00000178935",79818,"ZNF552"
"ENSG00000178951",51341,"ZBTB7A"
"ENSG00000178982",27335,"EIF3K"
"ENSG00000179008",317761,"C14orf39"
"ENSG00000179059",132625,"ZFP42"
"ENSG00000179094",5187,"PER1"
"ENSG00000179111",84667,"HES7"
"ENSG00000179115",2193,"FARSA"
"ENSG00000179134",55095,"SAMD4B"
"ENSG00000179195",144348,"ZNF664"
"ENSG00000179218",811,"CALR"
"ENSG00000179222",9500,"MAGED1"
"ENSG00000179240",100506127,"GVQW3"
"ENSG00000179344",3119,"HLA-DQB1"
"ENSG00000179348",2624,"GATA2"
"ENSG00000179361",10620,"ARID3B"
"ENSG00000179388",1960,"EGR3"
"ENSG00000179454",54813,"KLHL28"
"ENSG00000179455",7681,"MKRN3"
"ENSG00000179456",10472,"ZBTB18"
"ENSG00000179528",85474,"LBX2"
"ENSG00000179583",4261,"CIITA"
"ENSG00000179588",161882,"ZFPM1"
"ENSG00000179627",100128927,"ZBTB42"
"ENSG00000179632",84232,"MAF1"
"ENSG00000179772",2307,"FOXS1"
"ENSG00000179774",220202,"ATOH7"
"ENSG00000179833",9792,"SERTAD2"
"ENSG00000179862",163732,"CITED4"
"ENSG00000179886",84948,"TIGD5"
"ENSG00000179909",7710,"ZNF154"
"ENSG00000179922",147808,"ZNF784"
"ENSG00000179930",127665,"ZNF648"
"ENSG00000179943",84922,"FIZ1"
"ENSG00000179950",22827,"PUF60"
"ENSG00000179965",51333,"ZNF771"
"ENSG00000179981",10194,"TSHZ1"
"ENSG00000180035",197407,"ZNF48"
"ENSG00000180053",137814,"NKX2-6"
"ENSG00000180182",9282,"MED14"
"ENSG00000180257",125893,"ZNF816"
"ENSG00000180318",8092,"ALX1"
"ENSG00000180346",166815,"TIGD2"
"ENSG00000180353",3059,"HCLS1"
"ENSG00000180357",23060,"ZNF609"
"ENSG00000180479",51276,"ZNF571"
"ENSG00000180530",8204,"NRIP1"
"ENSG00000180532",201516,"ZSCAN4"
"ENSG00000180535",168620,"BHLHA15"
"ENSG00000180592",387640,"SKIDA1"
"ENSG00000180596",8347,"H2BC4"
"ENSG00000180613",170825,"GSX2"
"ENSG00000180626",84622,"ZNF594"
"ENSG00000180628",84333,"PCGF5"
"ENSG00000180667",55432,"YOD1"
"ENSG00000180787",124961,"ZFP3"
"ENSG00000180806",3225,"HOXC9"
"ENSG00000180818",3226,"HOXC10"
"ENSG00000180828",27319,"BHLHE22"
"ENSG00000180855",10224,"ZNF443"
"ENSG00000180884",126375,"ZNF792"
"ENSG00000180938",137209,"ZNF572"
"ENSG00000180964",90843,"TCEAL8"
"ENSG00000181007",284406,"ZFP82"
"ENSG00000181090",79813,"EHMT1"
"ENSG00000181135",286075,"ZNF707"
"ENSG00000181163",4869,"NPM1"
"ENSG00000181220",155061,"ZNF746"
"ENSG00000181222",5430,"POLR2A"
"ENSG00000181315",79692,"ZNF322"
"ENSG00000181444",168544,"ZNF467"
"ENSG00000181449",6657,"SOX2"
"ENSG00000181450",339500,"ZNF678"
"ENSG00000181472",57621,"ZBTB2"
"ENSG00000181481",84282,"RNF135"
"ENSG00000181555",29072,"SETD2"
"ENSG00000181638",286128,"ZFP41"
"ENSG00000181666",284459,"ZNF875"
"ENSG00000181690",5324,"PLAG1"
"ENSG00000181722",26137,"ZBTB20"
"ENSG00000181788",6478,"SIAH2"
"ENSG00000181827",64864,"RFX7"
"ENSG00000181852",10193,"RNF41"
"ENSG00000181894",79673,"ZNF329"
"ENSG00000181896",94039,"ZNF101"
"ENSG00000181965",4762,"NEUROG1"
"ENSG00000182087",91304,"TMEM259"
"ENSG00000182095",84629,"TNRC18"
"ENSG00000182111",441234,"ZNF716"
"ENSG00000182132",30820,"KCNIP1"
"ENSG00000182141",7562,"ZNF708"
"ENSG00000182158",64764,"CREB3L2"
"ENSG00000182195",23641,"LDOC1"
"ENSG00000182223",326340,"ZAR1"
"ENSG00000182318",342945,"ZSCAN22"
"ENSG00000182348",219578,"ZNF804B"
"ENSG00000182463",128553,"TSHZ2"
"ENSG00000182521",387332,"TBPL2"
"ENSG00000182568",6304,"SATB1"
"ENSG00000182606",22906,"TRAK1"
"ENSG00000182636",4692,"NDN"
"ENSG00000182732",9628,"RGS6"
"ENSG00000182742",3214,"HOXB4"
"ENSG00000182759",389692,"MAFA"
"ENSG00000182809",1397,"CRIP2"
"ENSG00000182872",8241,"RBM10"
"ENSG00000182901",6000,"RGS7"
"ENSG00000182903",170960,"ZNF721"
"ENSG00000182916",56849,"TCEAL7"
"ENSG00000182938",347741,"OTOP3"
"ENSG00000182944",2130,"EWSR1"
"ENSG00000182952",10473,"HMGN4"
"ENSG00000182968",6656,"SOX1"
"ENSG00000182979",9112,"MTA1"
"ENSG00000182983",389114,"ZNF662"
"ENSG00000182986",162967,"ZNF320"
"ENSG00000183072",1482,"NKX2-5"
"ENSG00000183207",10856,"RUVBL2"
"ENSG00000183255",754,"PTTG1IP"
"ENSG00000183283",9802,"DAZAP2"
"ENSG00000183307",27439,"TMEM121B"
"ENSG00000183309",9831,"ZNF623"
"ENSG00000183336",552900,"BOLA2"
"ENSG00000183337",54880,"BCOR"
"ENSG00000183340",8690,"JRKL"
"ENSG00000183434",51270,"TFDP3"
"ENSG00000183474",728340,"GTF2H2C"
"ENSG00000183495",57634,"EP400"
"ENSG00000183621",220929,"ZNF438"
"ENSG00000183647",348327,"ZNF530"
"ENSG00000183655",64410,"KLHL25"
"ENSG00000183684",10189,"ALYREF"
"ENSG00000183718",84851,"TRIM52"
"ENSG00000183733",344018,"FIGLA"
"ENSG00000183734",430,"ASCL2"
"ENSG00000183741",23466,"CBX6"
"ENSG00000183742",346389,"MACC1"
"ENSG00000183770",668,"FOXL2"
"ENSG00000183779",80139,"ZNF703"
"ENSG00000183831",339416,"ANKRD45"
"ENSG00000183850",100129543,"ZNF730"
"ENSG00000183878",7404,"UTY"
"ENSG00000183955",387893,"KMT5A"
"ENSG00000183960",131096,"KCNH8"
"ENSG00000184058",6899,"TBX1"
"ENSG00000184110",8663,"EIF3C"
"ENSG00000184205",64061,"TSPYL2"
"ENSG00000184216",3654,"IRAK1"
"ENSG00000184221",116448,"OLIG1"
"ENSG00000184271",5463,"POU6F1"
"ENSG00000184302",4990,"SIX6"
"ENSG00000184357",3009,"H1-5"
"ENSG00000184384",84441,"MAML2"
"ENSG00000184402",26039,"SS18L1"
"ENSG00000184436",80764,"THAP7"
"ENSG00000184445",9735,"KNTC1"
"ENSG00000184481",4303,"FOXO4"
"ENSG00000184486",5454,"POU3F2"
"ENSG00000184492",200350,"FOXD4L1"
"ENSG00000184517",162239,"ZFP1"
"ENSG00000184611",90134,"KCNH7"
"ENSG00000184619",124751,"KRBA2"
"ENSG00000184634",9968,"MED12"
"ENSG00000184635",81931,"ZNF93"
"ENSG00000184659",349334,"FOXD4L4"
"ENSG00000184677",9923,"ZBTB40"
"ENSG00000184678",8349,"H2BC21"
"ENSG00000184828",201501,"ZBTB7C"
"ENSG00000184887",90135,"BTBD6"
"ENSG00000184895",6736,"SRY"
"ENSG00000184897",8971,"H1-10"
"ENSG00000184905",140597,"TCEAL2"
"ENSG00000184911",728656,"DMRTC1B"
"ENSG00000184937",7490,"WT1"
"ENSG00000184939",146198,"ZFP90"
"ENSG00000184967",79050,"NOC4L"
"ENSG00000185002",222546,"RFX6"
"ENSG00000185022",23764,"MAFF"
"ENSG00000185024",2972,"BRF1"
"ENSG00000185049",7469,"NELFA"
"ENSG00000185115",56160,"NSMCE3"
"ENSG00000185122",3297,"HSF1"
"ENSG00000185129",5813,"PURA"
"ENSG00000185155",83881,"MIXL1"
"ENSG00000185177",90827,"ZNF479"
"ENSG00000185187",59307,"SIGIRR"
"ENSG00000185219",353274,"ZNF445"
"ENSG00000185222",51186,"TCEAL9"
"ENSG00000185238",10196,"PRMT3"
"ENSG00000185252",7625,"ZNF74"
"ENSG00000185278",84614,"ZBTB37"
"ENSG00000185404",93349,"SP140L"
"ENSG00000185420",64754,"SMYD3"
"ENSG00000185507",3665,"IRF7"
"ENSG00000185513",26013,"L3MBTL1"
"ENSG00000185551",7026,"NR2F2"
"ENSG00000185591",6667,"SP1"
"ENSG00000185610",440097,"DBX2"
"ENSG00000185619",10336,"PCGF3"
"ENSG00000185630",5087,"PBX1"
"ENSG00000185650",677,"ZFP36L1"
"ENSG00000185651",7332,"UBE2L3"
"ENSG00000185658",54014,"BRWD1"
"ENSG00000185668",5453,"POU3F1"
"ENSG00000185669",333929,"SNAI3"
"ENSG00000185670",79842,"ZBTB3"
"ENSG00000185697",4603,"MYBL1"
"ENSG00000185730",79943,"ZNF696"
"ENSG00000185774",80333,"KCNIP4"
"ENSG00000185787",10933,"MORF4L1"
"ENSG00000185811",10320,"IKZF1"
"ENSG00000185869",374899,"ZNF829"
"ENSG00000185880",140691,"TRIM69"
"ENSG00000185917",54093,"SETD4"
"ENSG00000185920",5727,"PTCH1"
"ENSG00000185947",10308,"ZNF267"
"ENSG00000185960",6473,"SHOX"
"ENSG00000186010",51079,"NDUFA13"
"ENSG00000186017",84924,"ZNF566"
"ENSG00000186020",57711,"ZNF529"
"ENSG00000186026",342909,"ZNF284"
"ENSG00000186051",6887,"TAL2"
"ENSG00000186103",503582,"ARGFX"
"ENSG00000186130",10773,"ZBTB6"
"ENSG00000186141",10623,"POLR3C"
"ENSG00000186153",51741,"WWOX"
"ENSG00000186174",283149,"BCL9L"
"ENSG00000186184",51082,"POLR1D"
"ENSG00000186187",84937,"ZNRF1"
"ENSG00000186230",388567,"ZNF749"
"ENSG00000186260",57496,"MRTFB"
"ENSG00000186272",7565,"ZNF17"
"ENSG00000186280",55693,"KDM4D"
"ENSG00000186300",148254,"ZNF555"
"ENSG00000186310",4675,"NAP1L3"
"ENSG00000186350",6256,"RXRA"
"ENSG00000186376",7626,"ZNF75D"
"ENSG00000186416",55922,"NKRF"
"ENSG00000186446",115560,"ZNF501"
"ENSG00000186448",10168,"ZNF197"
"ENSG00000186462",4674,"NAP1L2"
"ENSG00000186487",23040,"MYT1L"
"ENSG00000186496",252884,"ZNF396"
"ENSG00000186564",2306,"FOXD2"
"ENSG00000186566",23131,"GPATCH8"
"ENSG00000186660",80829,"ZFP91"
"ENSG00000186766",399823,"FOXI2"
"ENSG00000186777",654254,"ZNF732"
"ENSG00000186790",2301,"FOXE3"
"ENSG00000186812",84307,"ZNF397"
"ENSG00000186814",100101467,"ZSCAN30"
"ENSG00000186834",10614,"HEXIM1"
"ENSG00000186918",55893,"ZNF395"
"ENSG00000186951",5465,"PPARA"
"ENSG00000186976",64800,"EFCAB6"
"ENSG00000187079",7003,"TEAD1"
"ENSG00000187098",4286,"MITF"
"ENSG00000187140",27022,"FOXD3"
"ENSG00000187187",339327,"ZNF546"
"ENSG00000187325",51616,"TAF9B"
"ENSG00000187475",3010,"H1-6"
"ENSG00000187514",5757,"PTMA"
