"EnsemblID","GeneName","Hsap","Anan","Capa","Caty","Ccap","Cjac","Csab","Ggor","Mfas","Mleu","Mmul","Mmur","Mnem","Nleu","Ogar","Ppyg","Panu","Pcoq","Ppan","Psim","Ptep","Ptro","Rbie","Rrox","Sbbo","Tgel","Tsyr","number.of.NAs"
"ENSG00000173826","KCNH6","ENST00000314672.10","ENSANAT00000025999.1","ENSCANT00000000006.1","ENSCATT00000068400.1","ENSCCAT00000035061.1","ENSCJAT00000038785.3","ENSCSAT00000001890.1","ENSGGOT00000016907.3","ENSMFAT00000020307.1","ENSMLET00000057418.1","ENSMMUT00000007298.4","ENSMICT00000046723.2","ENSMNET00000036720.1","ENSNLET00000005705.2","ENSOGAT00000026554.1","ENSPPYT00000009957.2","ENSPANT00000026481.2","ENSPCOT00000042007.1","ENSPPAT00000044985.1","ENSPSMT00000016438.1","ENSPTET00000012865.1","ENSPTRT00000109358.1","ENSRBIT00000034833.1","ENSRROT00000066913.1","ENSSBOT00000044338.1","ENSTGET00000032332.1",NA,1
"ENSG00000173875","ZNF791","ENST00000343325.9","ENSANAT00000053077.1","ENSCANT00000035075.1","ENSCATT00000062362.1","ENSCCAT00000036451.1","lcl|XM_008987356.3_cds_XP_008985604.1_1 ","ENSCSAT00000004668.1","ENSGGOT00000000611.3","ENSMFAT00000012245.1","ENSMLET00000043947.1","ENSMMUT00000054607.2","ENSMICT00000034342.2","ENSMNET00000070691.1","ENSNLET00000016182.2","ENSOGAT00000015393.2","ENSPPYT00000011180.2","ENSPANT00000007871.2","ENSPCOT00000019370.1","ENSPPAT00000063277.1","ENSPSMT00000032623.1","ENSPTET00000008098.1","ENSPTRT00000019403.4","ENSRBIT00000000710.1","ENSRROT00000039046.1","ENSSBOT00000032310.1","ENSTGET00000001251.1","ENSTSYT00000037651.1",0
"ENSG00000173894","CBX2","ENST00000310942.9","ENSANAT00000056621.1","ENSCANT00000063590.1","ENSCATT00000055061.1","ENSCCAT00000024094.1","ENSCJAT00000034676.3","ENSCSAT00000000368.1","ENSGGOT00000009839.3","ENSMFAT00000067927.1","ENSMLET00000061329.1","ENSMMUT00000079632.1","ENSMICT00000007809.3","ENSMNET00000063376.1","ENSNLET00000031706.2","ENSOGAT00000016476.2",NA,"ENSPANT00000012218.2","ENSPCOT00000019687.1","ENSPPAT00000055805.1","ENSPSMT00000008822.1","ENSPTET00000049083.1","ENSPTRT00000017865.5","ENSRBIT00000039908.1","ENSRROT00000040423.1","ENSSBOT00000030156.1","ENSTGET00000010400.1","ENSTSYT00000000952.2",1
"ENSG00000173917","HOXB2","ENST00000330070.5","ENSANAT00000029108.1",NA,"ENSCATT00000047565.1","ENSCCAT00000029922.1","ENSCJAT00000014671.2","ENSCSAT00000000554.1","ENSGGOT00000009950.3","ENSMFAT00000025739.1",NA,"ENSMMUT00000087253.1","ENSMICT00000044504.2","ENSMNET00000065636.1","ENSNLET00000003251.1","ENSOGAT00000034212.1","ENSPPYT00000010375.2",NA,"ENSPCOT00000022307.1","ENSPPAT00000030994.1","ENSPSMT00000033534.1","ENSPTET00000046689.1","ENSPTRT00000017175.3","ENSRBIT00000034140.1","ENSRROT00000068150.1","ENSSBOT00000033601.1","ENSTGET00000001008.1","ENSTSYT00000004903.2",3
"ENSG00000173976","RAX2","ENST00000555633.3","ENSANAT00000041815.1","ENSCANT00000051834.1","ENSCATT00000054956.1","ENSCCAT00000035856.1","ENSCJAT00000029194.2","ENSCSAT00000009030.1","ENSGGOT00000014777.3","ENSMFAT00000032385.1","ENSMLET00000040286.1","ENSMMUT00000086817.1","ENSMICT00000014758.3","ENSMNET00000044761.1","ENSNLET00000003578.2","ENSOGAT00000010139.1","ENSPPYT00000010942.1","ENSPANT00000012255.2","ENSPCOT00000032386.1","ENSPPAT00000055371.1","ENSPSMT00000031703.1","ENSPTET00000030594.1","ENSPTRT00000018872.5","ENSRBIT00000053619.1","ENSRROT00000034939.1",NA,"ENSTGET00000022241.1",NA,2
"ENSG00000174136","RGMB","ENST00000513185.3","ENSANAT00000032194.1",NA,"ENSCATT00000042940.1","ENSCCAT00000023805.1","ENSCJAT00000018764.2","ENSCSAT00000013444.1","ENSGGOT00000030572.2","ENSMFAT00000023718.1","ENSMLET00000036161.1","ENSMMUT00000105670.1",NA,"ENSMNET00000040804.1","ENSNLET00000018500.2","ENSOGAT00000025631.1","ENSPPYT00000018215.1","ENSPANT00000042555.1",NA,NA,"ENSPSMT00000018496.1","ENSPTET00000022033.1","ENSPTRT00000097251.1","ENSRBIT00000054527.1","ENSRROT00000058097.1","ENSSBOT00000023843.1","ENSTGET00000010520.1","ENSTSYT00000007369.2",4
"ENSG00000174197","MGA","ENST00000566586.5","ENSANAT00000030775.1","ENSCANT00000052581.1","ENSCATT00000048002.1","ENSCCAT00000049152.1","ENSCJAT00000040659.3","ENSCSAT00000005876.1","ENSGGOT00000027840.2","ENSMFAT00000011034.1","ENSMLET00000040932.1","ENSMMUT00000014196.4",NA,"ENSMNET00000046442.1","ENSNLET00000041605.1","ENSOGAT00000016041.2","ENSPPYT00000007527.2","ENSPANT00000053989.1","ENSPCOT00000030646.1","ENSPPAT00000045835.1","ENSPSMT00000009883.1","ENSPTET00000036970.1","ENSPTRT00000090927.1","ENSRBIT00000063750.1","ENSRROT00000034975.1","ENSSBOT00000029872.1","ENSTGET00000003959.1","ENSTSYT00000014605.2",1
"ENSG00000174255","ZNF80","ENST00000482457.4","lcl|XM_012463901.2_cds_XP_012319324.1_1 ",NA,"ENSCATT00000069660.1","lcl|XM_017543527.1_cds_XP_017399016.1_1 ","ENSCJAT00000017901.2","lcl|XM_007985758.1_cds_XP_007983949.1_1 ","ENSGGOT00000065017.1","lcl|XM_005595962.2_cds_XP_005596019.2_1 ","ENSMLET00000048787.1",NA,NA,"ENSMNET00000041815.1",NA,NA,"lcl|XM_009238513.2_cds_XP_009236788.1_1 ","ENSPANT00000003915.2",NA,"lcl|XM_003845964.4_cds_XP_003846012.1_1 ",NA,NA,"ENSPTRT00000076262.2","ENSRBIT00000015626.1","ENSRROT00000043930.1",NA,"lcl|XM_025376946.1_cds_XP_025232731.1_1 ",NA,10
"ENSG00000174279","EVX2","ENST00000308618.4","ENSANAT00000046181.1",NA,"ENSCATT00000054353.1","ENSCCAT00000046660.1","ENSCJAT00000091440.1","ENSCSAT00000012573.1","ENSGGOT00000022762.2","ENSMFAT00000026336.1",NA,"ENSMMUT00000099869.1","ENSMICT00000036960.2","ENSMNET00000031659.1","ENSNLET00000007618.2","ENSOGAT00000030648.1","ENSPPYT00000015054.1","ENSPANT00000023269.2","ENSPCOT00000031513.1",NA,"ENSPSMT00000040964.1","ENSPTET00000057279.1","ENSPTRT00000023464.3",NA,NA,NA,"ENSTGET00000031271.1",NA,7
"ENSG00000174282","ZBTB4","ENST00000380599.9","ENSANAT00000043724.1","ENSCANT00000052337.1","ENSCATT00000051895.1","ENSCCAT00000026476.1","ENSCJAT00000001359.3","ENSCSAT00000009781.1","ENSGGOT00000016449.3","ENSMFAT00000020037.1","ENSMLET00000032865.1","ENSMMUT00000033223.4","ENSMICT00000063072.1","ENSMNET00000019350.1",NA,"ENSOGAT00000028694.1","ENSPPYT00000009274.2","ENSPANT00000023244.2","ENSPCOT00000040255.1","ENSPPAT00000055217.1","ENSPSMT00000032165.1","ENSPTET00000018630.1","ENSPTRT00000016012.5","ENSRBIT00000062308.1","ENSRROT00000027211.1","ENSSBOT00000034441.1","ENSTGET00000035718.1","ENSTSYT00000041871.1",1
"ENSG00000174306","ZHX3","ENST00000544979.6","ENSANAT00000025132.1","ENSCANT00000032287.1","ENSCATT00000035118.1","ENSCCAT00000050932.1","ENSCJAT00000058751.2","ENSCSAT00000012055.1","ENSGGOT00000053891.1","ENSMFAT00000012839.1","ENSMLET00000056125.1","ENSMMUT00000093199.1","ENSMICT00000007112.3","ENSMNET00000063236.1","ENSNLET00000008269.2","ENSOGAT00000013366.2","ENSPPYT00000012780.1","ENSPANT00000019413.2","ENSPCOT00000016525.1","ENSPPAT00000028094.1","ENSPSMT00000022827.1","ENSPTET00000026571.1","ENSPTRT00000025116.3","ENSRBIT00000059190.1","ENSRROT00000033957.1","ENSSBOT00000016860.1","ENSTGET00000033858.1","ENSTSYT00000036980.1",0
"ENSG00000174332","GLIS1","ENST00000312233.4",NA,"ENSCANT00000031521.1","ENSCATT00000058980.1","ENSCCAT00000025953.1",NA,"ENSCSAT00000017241.1","ENSGGOT00000009408.3","ENSMFAT00000025241.1","ENSMLET00000059783.1","ENSMMUT00000016264.4","ENSMICT00000038161.2","ENSMNET00000043221.1",NA,"ENSOGAT00000027403.1",NA,NA,"ENSPCOT00000037635.1","ENSPPAT00000038931.1",NA,NA,NA,NA,"ENSRROT00000033800.1","ENSSBOT00000054571.1",NA,NA,11
"ENSG00000174428","GTF2IRD2B","ENST00000472837.7","ENSANAT00000047715.1","ENSCANT00000052612.1","ENSCATT00000038409.1",NA,"ENSCJAT00000029045.4",NA,"ENSGGOT00000059218.1","ENSMFAT00000007666.1",NA,"ENSMMUT00000024279.4","ENSMICT00000014914.3","ENSMNET00000055384.1",NA,"ENSOGAT00000000845.2","ENSPPYT00000020367.2","ENSPANT00000027945.2","ENSPCOT00000033901.1","ENSPPAT00000039473.1",NA,NA,"ENSPTRT00000087347.1","ENSRBIT00000049113.1","ENSRROT00000070305.1","ENSSBOT00000042343.1","ENSTGET00000003861.1","ENSTSYT00000039473.1",6
"ENSG00000174429","ABRA","ENST00000311955.4","ENSANAT00000038070.1","ENSCANT00000033823.1","ENSCATT00000035482.1","ENSCCAT00000030699.1","ENSCJAT00000078910.1","ENSCSAT00000009880.1","ENSGGOT00000016337.3","ENSMFAT00000032076.1","ENSMLET00000040562.1","ENSMMUT00000025087.4","ENSMICT00000069041.1","ENSMNET00000041211.1","ENSNLET00000005156.2","ENSOGAT00000013394.2",NA,"ENSPANT00000027143.2","ENSPCOT00000036994.1","ENSPPAT00000037933.1","ENSPSMT00000021320.1","ENSPTET00000052197.1","ENSPTRT00000037935.3","ENSRBIT00000004074.1","ENSRROT00000053026.1","ENSSBOT00000036715.1","ENSTGET00000007858.1","ENSTSYT00000010095.2",1
"ENSG00000174446","SNAPC5","ENST00000316634.6","ENSANAT00000028128.1","ENSCANT00000063637.1","ENSCATT00000034679.1","ENSCCAT00000022894.1","ENSCJAT00000014652.3","ENSCSAT00000011291.1","ENSGGOT00000003713.3","ENSMFAT00000014746.1","ENSMLET00000064118.1","ENSMMUT00000082167.1","ENSMICT00000054751.2","ENSMNET00000041208.1","ENSNLET00000057440.1","ENSOGAT00000015883.2","lcl|XM_003780742.3_cds_XP_003780790.2_1 ","ENSPANT00000025508.2","ENSPCOT00000024342.1","ENSPPAT00000059764.1","ENSPSMT00000019031.1","ENSPTET00000048470.1","ENSPTRT00000013277.5","ENSRBIT00000042984.1","ENSRROT00000062771.1","ENSSBOT00000041545.1","ENSTGET00000036788.1","ENSTSYT00000045747.1",0
"ENSG00000174485","DENND4A","ENST00000443035.8","ENSANAT00000058592.1","ENSCANT00000037381.1","ENSCATT00000035974.1","ENSCCAT00000054411.1","ENSCJAT00000014371.4","ENSCSAT00000011124.1","ENSGGOT00000014930.3","ENSMFAT00000065909.1","ENSMLET00000057767.1","ENSMMUT00000032938.4","ENSMICT00000004007.3","ENSMNET00000038654.1","ENSNLET00000053134.1",NA,"ENSPPYT00000007757.2","ENSPANT00000045429.1","ENSPCOT00000019507.1","ENSPPAT00000025293.1","ENSPSMT00000011216.1","ENSPTET00000049636.1","ENSPTRT00000081500.1","ENSRBIT00000064907.1","ENSRROT00000054961.1","ENSSBOT00000026310.1","ENSTGET00000036194.1",NA,2
"ENSG00000174576","NPAS4","ENST00000311034.7","ENSANAT00000047186.1","ENSCANT00000049386.1","ENSCATT00000036158.1","ENSCCAT00000049940.1","ENSCJAT00000052613.2","ENSCSAT00000006261.1","ENSGGOT00000008649.3","ENSMFAT00000024124.1","ENSMLET00000047263.1","ENSMMUT00000022472.4","ENSMICT00000003751.3","ENSMNET00000036095.1","ENSNLET00000007771.2","ENSOGAT00000010451.2","ENSPPYT00000003629.2","ENSPANT00000043419.1","ENSPCOT00000042492.1","ENSPPAT00000045983.1","ENSPSMT00000043445.1","ENSPTET00000043067.1","ENSPTRT00000007325.5","ENSRBIT00000061457.1","ENSRROT00000039268.1","ENSSBOT00000043224.1","ENSTGET00000009641.1","ENSTSYT00000001995.2",0
"ENSG00000174586","ZNF497","ENST00000311044.8",NA,NA,"lcl|XM_012076277.1_cds_XP_011931667.1_1 ",NA,NA,"ENSCSAT00000019305.1","ENSGGOT00000004271.3","lcl|XM_015441466.1_cds_XP_015296952.1_1 ","ENSMLET00000002188.1","ENSMMUT00000084805.1",NA,"ENSMNET00000051532.1",NA,NA,"lcl|XM_009233263.1_cds_XP_009231538.1_1 ","lcl|XM_021931512.2_cds_XP_021787204.2_1 ",NA,"ENSPPAT00000001676.1",NA,"ENSPTET00000007684.1","ENSPTRT00000106573.1","lcl|XM_017850676.1_cds_XP_017706165.1_1 ","lcl|XM_030913101.1_cds_XP_030768961.1_1 ",NA,"ENSTGET00000023733.1",NA,11
"ENSG00000174652","ZNF266","ENST00000592904.6","ENSANAT00000022103.1","ENSCANT00000047831.1","ENSCATT00000037560.1","ENSCCAT00000044443.1","ENSCJAT00000011974.4","ENSCSAT00000005739.1","ENSGGOT00000025453.2","ENSMFAT00000068418.1","ENSMLET00000048230.1","ENSMMUT00000100646.1","ENSMICT00000065193.1","ENSMNET00000059511.1","ENSNLET00000045894.1",NA,"ENSPPYT00000011104.2","ENSPANT00000050556.1","ENSPCOT00000028678.1","ENSPPAT00000047533.1","ENSPSMT00000010938.1","ENSPTET00000046421.1","ENSPTRT00000019190.5","ENSRBIT00000020738.1","ENSRROT00000039693.1","ENSSBOT00000027881.1","ENSTGET00000034540.1","ENSTSYT00000034340.1",1
"ENSG00000174720","LARP7","ENST00000344442.10","ENSANAT00000044812.1","ENSCANT00000039031.1","ENSCATT00000066158.1","ENSCCAT00000035429.1","ENSCJAT00000102651.1","ENSCSAT00000001840.1","ENSGGOT00000032094.2","ENSMFAT00000029363.1","ENSMLET00000028725.1","ENSMMUT00000101968.1","ENSMICT00000062083.1","ENSMNET00000046395.1","ENSNLET00000020872.2","ENSOGAT00000001646.2","ENSPPYT00000017443.2","ENSPANT00000026834.2",NA,"ENSPPAT00000053818.1","ENSPSMT00000005516.1","ENSPTET00000044988.1","ENSPTRT00000030467.4","ENSRBIT00000039479.1","ENSRROT00000042923.1","ENSSBOT00000046008.1","ENSTGET00000005658.1","ENSTSYT00000006779.2",1
"ENSG00000174738","NR1D2","ENST00000312521.9","ENSANAT00000028966.1","ENSCANT00000041371.1","ENSCATT00000002037.1",NA,"ENSCJAT00000074576.2","ENSCSAT00000007844.1","ENSGGOT00000003239.3","ENSMFAT00000013451.1","ENSMLET00000038836.1","ENSMMUT00000045342.3","ENSMICT00000072654.1","ENSMNET00000036603.1","ENSNLET00000004594.3","ENSOGAT00000010722.2","ENSPPYT00000016356.2","ENSPANT00000011988.2","ENSPCOT00000030155.1","ENSPPAT00000043630.1",NA,"ENSPTET00000048908.1","ENSPTRT00000027488.4","ENSRBIT00000041071.1","ENSRROT00000032871.1","ENSSBOT00000055252.1","ENSTGET00000027512.1","ENSTSYT00000042904.1",2
"ENSG00000174796","THAP6","ENST00000311638.7","ENSANAT00000029630.1","ENSCANT00000034271.1","ENSCATT00000059550.1","ENSCCAT00000013529.1","ENSCJAT00000080711.1","ENSCSAT00000002747.1","ENSGGOT00000056176.1","ENSMFAT00000001842.1","ENSMLET00000010661.1","ENSMMUT00000100724.1","ENSMICT00000009484.3","ENSMNET00000063518.1","ENSNLET00000037154.1","ENSOGAT00000011801.2","ENSPPYT00000017248.1","ENSPANT00000040260.1",NA,"ENSPPAT00000046309.1",NA,"ENSPTET00000020795.1","ENSPTRT00000107493.1","ENSRBIT00000055328.1","ENSRROT00000044191.1","ENSSBOT00000038786.1","ENSTGET00000020618.1","ENSTSYT00000026296.1",2
"ENSG00000174963","ZIC4","ENST00000383075.8","ENSANAT00000057111.1","ENSCANT00000054480.1","ENSCATT00000035884.1","ENSCCAT00000022168.1","ENSCJAT00000084624.2","ENSCSAT00000009490.1","ENSGGOT00000048328.1","ENSMFAT00000011526.1","ENSMLET00000044027.1","ENSMMUT00000045535.3","ENSMICT00000073449.1","ENSMNET00000024820.1","ENSNLET00000054756.1","ENSOGAT00000007466.2","ENSPPYT00000016496.1","ENSPANT00000046037.1","ENSPCOT00000014155.1","ENSPPAT00000051592.1","ENSPSMT00000007713.1","ENSPTET00000010864.1","ENSPTRT00000058067.4","ENSRBIT00000057737.1","ENSRROT00000032501.1","ENSSBOT00000052328.1","ENSTGET00000011327.1",NA,1
"ENSG00000175029","CTBP2","ENST00000309035.11","ENSANAT00000029552.1","ENSCANT00000059786.1","ENSCATT00000066980.1","ENSCCAT00000002024.1","ENSCJAT00000061567.2",NA,"ENSGGOT00000007336.3","ENSMFAT00000013703.1","ENSMLET00000064384.1","ENSMMUT00000030999.4","ENSMICT00000000275.3","ENSMNET00000065384.1","ENSNLET00000000758.2",NA,"ENSPPYT00000003315.1","ENSPANT00000035943.1","ENSPCOT00000028395.1","ENSPPAT00000042272.1","ENSPSMT00000004664.1","ENSPTET00000044448.1","ENSPTRT00000005782.6","ENSRBIT00000059572.1","ENSRROT00000060860.1","ENSSBOT00000051247.1","ENSTGET00000042864.1","ENSTSYT00000000125.2",2
"ENSG00000175104","TRAF6","ENST00000526995.6","ENSANAT00000038248.1","ENSCANT00000040792.1","ENSCATT00000037104.1","ENSCCAT00000009654.1","ENSCJAT00000021586.4","ENSCSAT00000003514.1","ENSGGOT00000005884.3","ENSMFAT00000016780.1","ENSMLET00000011034.1","ENSMMUT00000025667.4","ENSMICT00000008602.3","ENSMNET00000062837.1","ENSNLET00000022906.2","ENSOGAT00000007507.2","ENSPPYT00000003993.1","ENSPANT00000008646.2","ENSPCOT00000003155.1","ENSPPAT00000063570.1","ENSPSMT00000043038.1","ENSPTET00000040263.1","ENSPTRT00000006610.6","ENSRBIT00000060230.1","ENSRROT00000063466.1","ENSSBOT00000040876.1","ENSTGET00000002959.1","ENSTSYT00000044146.1",0
"ENSG00000175105","ZNF654","ENST00000636215.2",NA,NA,NA,NA,NA,"ENSCSAT00000003971.1","ENSGGOT00000000502.3",NA,NA,NA,NA,NA,NA,NA,NA,"ENSPANT00000022563.2",NA,"ENSPPAT00000024169.1",NA,NA,"ENSPTRT00000073319.2",NA,NA,NA,NA,NA,21
"ENSG00000175183","CSRP2","ENST00000311083.10","ENSANAT00000024160.1","ENSCANT00000045612.1","ENSCATT00000059693.1","ENSCCAT00000037764.1","ENSCJAT00000074506.1","ENSCSAT00000002039.1","ENSGGOT00000029622.2","ENSMFAT00000029241.1","ENSMLET00000058127.1","ENSMMUT00000025654.4","ENSMICT00000068315.1","ENSMNET00000037553.1","ENSNLET00000006237.2","ENSOGAT00000014003.2","ENSPPYT00000005673.2","ENSPANT00000050451.1","ENSPCOT00000026900.1","ENSPPAT00000061666.1","ENSPSMT00000025407.1","ENSPTET00000048753.1","ENSPTRT00000009642.4","ENSRBIT00000002030.1","ENSRROT00000038813.1","ENSSBOT00000016093.1","ENSTGET00000038388.1","ENSTSYT00000027038.1",0
"ENSG00000175197","DDIT3","ENST00000551116.5","ENSANAT00000039486.1","ENSCANT00000043130.1","ENSCATT00000031059.1","ENSCCAT00000043922.1","ENSCJAT00000058475.3","ENSCSAT00000002847.1","ENSGGOT00000001997.3","ENSMFAT00000001966.1","ENSMLET00000043720.1","ENSMMUT00000015789.4","ENSMICT00000005427.3","ENSMNET00000000023.1","ENSNLET00000022058.2","ENSOGAT00000005233.2","ENSPPYT00000005554.2","ENSPANT00000011103.2","ENSPCOT00000021210.1","ENSPPAT00000045015.1","ENSPSMT00000037558.1","ENSPTET00000041399.1","ENSPTRT00000047450.5","ENSRBIT00000058694.1","ENSRROT00000028398.1","ENSSBOT00000035170.1","ENSTGET00000025357.1","ENSTSYT00000005197.2",0
"ENSG00000175213","ZNF408","ENST00000311764.3","ENSANAT00000055697.1","ENSCANT00000046711.1","ENSCATT00000048831.1","ENSCCAT00000040874.1","ENSCJAT00000038985.3","ENSCSAT00000003718.1","ENSGGOT00000010192.3","ENSMFAT00000026346.1","ENSMLET00000063636.1","ENSMMUT00000092515.1","ENSMICT00000063863.1","ENSMNET00000058439.1","ENSNLET00000018042.2","ENSOGAT00000028110.1","ENSPPYT00000033875.1","ENSPANT00000041912.1","ENSPCOT00000042796.1","ENSPPAT00000046474.1","ENSPSMT00000021405.1","ENSPTET00000046405.1","ENSPTRT00000006682.4","ENSRBIT00000011588.1","ENSRROT00000044033.1","ENSSBOT00000050639.1","ENSTGET00000039834.1","ENSTSYT00000039177.1",0
"ENSG00000175221","MED16","ENST00000325464.6","ENSANAT00000048142.1","ENSCANT00000040304.1","ENSCATT00000038178.1","ENSCCAT00000027475.1","ENSCJAT00000039532.4","ENSCSAT00000010673.1","ENSGGOT00000063175.1","ENSMFAT00000024060.1","ENSMLET00000040188.1","ENSMMUT00000072050.2","ENSMICT00000049289.2","ENSMNET00000069852.1","ENSNLET00000001260.3","ENSOGAT00000004752.2",NA,"ENSPANT00000026028.2","ENSPCOT00000019845.1","ENSPPAT00000035161.1","ENSPSMT00000037959.1",NA,NA,"ENSRBIT00000049732.1","ENSRROT00000037786.1","ENSSBOT00000020218.1","ENSTGET00000013759.1",NA,4
"ENSG00000175322","ZNF519","ENST00000590202.3",NA,NA,NA,NA,NA,NA,"ENSGGOT00000030053.2",NA,NA,NA,NA,NA,"ENSNLET00000011842.2",NA,"lcl|XM_024235982.1_cds_XP_024091750.1_1 ",NA,NA,"ENSPPAT00000056072.1",NA,NA,"ENSPTRT00000018170.4",NA,NA,NA,NA,NA,21
"ENSG00000175325","PROP1","ENST00000308304.2",NA,"ENSCANT00000053648.1","ENSCATT00000042584.1",NA,NA,"ENSCSAT00000006774.1","ENSGGOT00000032265.2","ENSMFAT00000003625.1",NA,"ENSMMUT00000094036.1",NA,"ENSMNET00000014662.1","ENSNLET00000056972.1",NA,"ENSPPYT00000018736.1","ENSPANT00000054566.1",NA,NA,NA,"ENSPTET00000007637.1","ENSPTRT00000032527.2","ENSRBIT00000037312.1","ENSRROT00000050800.1","ENSSBOT00000048108.1","ENSTGET00000024340.1",NA,10
"ENSG00000175329","ISX","ENST00000404699.7","ENSANAT00000023159.1","ENSCANT00000026094.1","ENSCATT00000034014.1","ENSCCAT00000008277.1","ENSCJAT00000016066.3","ENSCSAT00000006278.1","ENSGGOT00000042560.1","ENSMFAT00000024368.1","ENSMLET00000063256.1","ENSMMUT00000108086.1",NA,"ENSMNET00000064794.1",NA,NA,"ENSPPYT00000013653.1","ENSPANT00000029298.2",NA,"ENSPPAT00000015022.1",NA,NA,"ENSPTRT00000026706.6","ENSRBIT00000056407.1","ENSRROT00000035057.1","ENSSBOT00000017735.1","ENSTGET00000023153.1",NA,7
"ENSG00000175387","SMAD2","ENST00000262160.11","ENSANAT00000045502.1","ENSCANT00000060110.1","ENSCATT00000006245.1","ENSCCAT00000054467.1","ENSCJAT00000009015.4","ENSCSAT00000016113.1","ENSGGOT00000061757.1","ENSMFAT00000003317.1","ENSMLET00000050754.1","ENSMMUT00000010948.4","ENSMICT00000060886.1","ENSMNET00000052330.1","ENSNLET00000046604.1","ENSOGAT00000000444.2","ENSPPYT00000010680.1","ENSPANT00000031672.1","ENSPCOT00000001672.1","ENSPPAT00000047404.1","ENSPSMT00000030772.1","ENSPTET00000026786.1","ENSPTRT00000085784.1","ENSRBIT00000035839.1","ENSRROT00000047643.1","ENSSBOT00000057282.1","ENSTGET00000039329.1","ENSTSYT00000005294.2",0
"ENSG00000175395","ZNF25","ENST00000302609.8","ENSANAT00000029785.1","ENSCANT00000035265.1","ENSCATT00000055508.1","ENSCCAT00000031466.1","ENSCJAT00000067132.1",NA,"ENSGGOT00000025656.2","ENSMFAT00000066651.1","ENSMLET00000049499.1","ENSMMUT00000088858.1","ENSMICT00000004604.3","ENSMNET00000041147.1","ENSNLET00000033400.1",NA,"ENSPPYT00000002651.2","ENSPANT00000019551.2","ENSPCOT00000032384.1","ENSPPAT00000061267.1","ENSPSMT00000014939.1","ENSPTET00000023318.1","ENSPTRT00000080074.1",NA,"ENSRROT00000047118.1","ENSSBOT00000036041.1","ENSTGET00000016299.1","ENSTSYT00000049494.1",3
"ENSG00000175550","DRAP1","ENST00000312515.7","ENSANAT00000020242.1","ENSCANT00000057935.1","ENSCATT00000052690.1","ENSCCAT00000057762.1","ENSCJAT00000083739.2","ENSCSAT00000006116.1","ENSGGOT00000004817.3","ENSMFAT00000017407.1","ENSMLET00000055024.1","ENSMMUT00000043650.3","ENSMICT00000033396.2","ENSMNET00000037308.1",NA,"ENSOGAT00000016522.2",NA,"ENSPANT00000016212.3","ENSPCOT00000025170.1","ENSPPAT00000055857.1","ENSPSMT00000037790.1","ENSPTET00000046667.1","ENSPTRT00000007292.4","ENSRBIT00000050848.1","ENSRROT00000041251.1","ENSSBOT00000014004.1","ENSTGET00000010870.1","ENSTSYT00000025654.1",2
"ENSG00000175592","FOSL1","ENST00000312562.7","ENSANAT00000019076.1","ENSCANT00000057160.1","ENSCATT00000044629.1","ENSCCAT00000039703.1","ENSCJAT00000003370.3","ENSCSAT00000006099.1","ENSGGOT00000059054.1","ENSMFAT00000002593.1","ENSMLET00000035537.1","ENSMMUT00000058316.2","ENSMICT00000053723.2","ENSMNET00000065844.1","ENSNLET00000007548.2","ENSOGAT00000016521.2","ENSPPYT00000003646.1","ENSPANT00000008340.2","ENSPCOT00000040430.1","ENSPPAT00000037415.1","ENSPSMT00000037838.1",NA,"ENSPTRT00000095747.1","ENSRBIT00000046883.1","ENSRROT00000067705.1","ENSSBOT00000052975.1","ENSTGET00000010980.1","ENSTSYT00000041314.1",1
"ENSG00000175602","CCDC85B","ENST00000312579.4","ENSANAT00000021740.1","ENSCANT00000010530.1","ENSCATT00000002671.1","ENSCCAT00000007148.1","ENSCJAT00000003375.3","ENSCSAT00000019260.1","lcl|XM_031015941.1_cds_XP_030871801.1_1 ","ENSMFAT00000065243.1",NA,"ENSMMUT00000012097.4","ENSMICT00000006914.3","ENSMNET00000002701.1","ENSNLET00000059473.1","ENSOGAT00000027562.1","ENSPPYT00000003647.1","ENSPANT00000002542.2","ENSPCOT00000003181.1","lcl|XM_034933047.1_cds_XP_034788938.1_1 ","ENSPSMT00000037844.1","ENSPTET00000013177.1","ENSPTRT00000007289.5","ENSRBIT00000035855.1","ENSRROT00000005996.1","ENSSBOT00000030874.1","ENSTGET00000011012.1",NA,2
"ENSG00000175691","ZNF77","ENST00000314531.5",NA,"ENSCANT00000003965.1",NA,NA,NA,"ENSCSAT00000009521.1","ENSGGOT00000034293.2",NA,"ENSMLET00000000181.1","ENSMMUT00000071143.2",NA,"ENSMNET00000056990.1",NA,NA,"ENSPPYT00000010916.2","ENSPANT00000012198.2",NA,"ENSPPAT00000038846.1",NA,"ENSPTET00000039175.1","ENSPTRT00000018819.5","ENSRBIT00000035590.1","ENSRROT00000032856.1",NA,"ENSTGET00000020035.1",NA,12
